index,Name,Age,Breed1,Breed2,BreedCount,Gender,Color1,Color2,Color3,ColorCount,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
8713,Poppy,4,307,0,1,2,1,4,5,3,2,2,1,1,2,1,1,0,41326,fc7d315a17b33e3b54d09a1afd742ced,0,"Hi, my name is puppy! My rescuers say I'm a tough cookie because I have been through a lot. I used to have mange but thanks to lots of TLC I have managed to heal completely and lead a normal life. Yay! (see album for before and after pics) It's been tough but nothing has brought my spirit down. my rescuers say I'm very understanding and obedient when I had to take treatment. The bad days aside, I love cuddles and play time and being around people, after all, I am still a puppy! Can I be your furever friend? _______________________ If you are interested in adopting Puppy, please contact Kelly for more info (whatsapp first perferably) 0 1 6 2 1 3 3 6 7 8 Thank you and have a great day!",86f4297b4,5,3.0
8714,,2,307,0,1,1,1,5,7,3,2,1,1,1,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,"Rescued by Ms Shirley. Male-2mths+. Done 1st vaccination and deworming. Healthy, playful and active. Open for Malaysia citizen only. Kindly whatsapp or SMS to me at if u are interested to adopt.🙏",35bbdb5fd,3,1.0
8715,Puggy,24,182,0,1,2,1,5,0,2,1,2,3,3,3,1,1,0,41326,72da73fe3eec6c512cc04371f97760b5,0,"This girl appeared in front of my house at Taman Bukit Indah, Ampang on the 31st of august around am. Her owners are yet to claim her and I'm starting to think that they don't want her anymore and that she was dumped. She is an old dog and has cataract in both eyes and is also slightly arthritic. However, she has an amazing appetite and loves to eat. She's also very well-behaved and quiet.",76042f693,8,1.0
8716,,60,307,0,1,1,1,5,7,3,3,3,3,3,3,1,1,0,41326,095888be8f51edab9d9dc14361f14d15,0,"Dogs for adoption - Two obedient dogs need good home and loving care (You may take one or both) - Please take it if you are willing to take out money for medication, give them love, and care. - Would not charge any fees for adoption For more details, please contact Lim,",807ba246d,1,3.0
8717,Max,36,76,0,1,1,1,7,0,2,3,1,1,1,2,1,1,0,41326,57dd0573ec53599810b5a819b1b97e94,0,friendly and playfull,b7c0b9180,1,1.0
8718,Charcoal,6,141,307,2,2,1,0,0,1,2,1,1,1,1,1,1,0,41326,f302520cbc1d3f99a8fc7ef6686b0d77,0,"Charcoal - a Labrador mix breed,6 months old, female,short legs and shiny coat. Strong,energetic,friendly and playful. . Rescued from being abused for about 2 months long just because of chewing the owner's slippers. Used to drip lots of slaver when she feel excited. Being socialized after I've rescued her. Likes people to bring her for a walk daily.",765bd139e,5,1.0
8719,Scooby,18,307,0,1,1,2,0,0,1,3,1,1,1,1,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,"Although big in size, this gentle giant is absolutely friendly and have special love for children. Scooby was given up by his owner due to marriage failure and neither one wants to take on the ownership of Scooby. Scooby is quiet and doesn't bark unnecessarily. He is also independent and easy to manage. Adoption requirement : a) Adopter must be an animal lover and preferably have experience in handling dog. b) No long hour of caging or tied on leash. c) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) d) Walk him regularly with plenty of exercise e) Provide progress update and add us on facebook You can view the dog before deciding. If you are interested, please leave a comment below and pm us your contact number.",bb817b755,2,3.0
8720,Daschund,12,75,0,1,1,1,2,0,2,2,2,3,3,3,1,1,0,41326,48c4d366d919505b4597b634513069ff,0,"Friend found the Black Male Dachshund wondering near his house at Taman Bukit Anggerik/Taman Delima, Cheras on 18th April . Location shown at google map of my profile. Very well behaved dog, well groomed and we believe is a lost dog. Do not know the exact age or name. There was no collar found on the dog but its fur does show that it was wearing a collar previously. Please contact me or Samuel at for more information! Thank you!",7117385a0,1,2.0
8721,Bernie,9,141,0,1,2,1,0,0,1,2,2,3,3,3,1,1,0,41326,1adae96179e3838fe124428dc7b5ed62,0,"She resembles a young black retriever, extremely friendly and playful, very loving and has gotten really attached to us. I will let the pictures speak as to how beautiful she is. We would really like to find her a new loving home because we have too many pets. Please, if you are interested or know anyone who is looking for a beautiful dog, please direct them to me. I am happy to share more pictures/videos to show you how lovely she is and how much she deserves a good home.",fee5e43b2,3,3.0
8722,MinPin,48,152,0,1,2,1,2,0,2,1,2,3,2,3,1,1,0,41326,a23a047157d709e38cf801a723a246ba,0,"Found her wandering near Segi College Kota Damansara. With a choke chain, without tag, both eye has cataract, friendly. Kindly contact me if you lost you want to adopt.",2bd8e5830,3,4.0
8723,,2,307,307,1,1,2,4,5,3,2,1,2,1,2,1,1,80,41326,38ad857963032aeabee378ba6865fcae,0,"Very Cute.....Very Healthy........taught and knows how to go to grass/garden side to poo poo or pee pee unless already cannot tahan............. they know how to ""sit"", shake hand & bend down... very clever.",22a0baf52,3,4.0
8724,Penny,3,307,0,1,2,1,2,0,2,2,1,2,2,2,1,1,0,41401,3e7af740ebbb62b9f9263af775d1fa5f,0,Please feel free to contact us : Mr Tan,98231df17,1,4.0
8725,Lady,18,69,0,1,2,2,3,0,2,2,3,3,3,2,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,"Elegant Lady is looking for a home sweet home. Lady is a Cocker Spaniel aged between 1-2 year old. She is gentle and friendly. However, Lady has a special barking voice. She loves to be played with and is a great companion. Adoption requirement : a) Lady must be spayed before we surrender her. The fee shall be borne by adopter. b) Adopter must be an animal lover and preferably have experience in handling dog. c) No long hour of caging or tied on leash. d) Provide necessary medical attention. e) Allow visitation for us to follow-up on Lady We will invite potential adopter to view Lady before we finalise the requests.",2bf49ebb9,1,2.0
8726,Fei Poh,36,307,0,1,2,2,0,0,1,2,1,1,1,1,1,1,0,41401,9238e4f44c71a75282e62f7136c6b240,0,"This female dog been dumped by it's owner over 1 week, a lady told me 2 young man dropped/dumped her off from car and drive away as fast as they can even had a very evil smiling face on them,as you can guess the dog fail to catch up the car.Finally now she's wandering in my area waiting for it's owner to returns..she would never know why she will be dumped and so no ones know only god and that 2 idiot young man knows!Very timid at times, i feed her everyday trying to gain her trust, now she starting to feel better on me, at least she let me have a little touch on her, not like before just run away very alert to ppl around who get close to her,well no rush to make her fully trust on me.Only problem i scare she may hit by car and the worse thing is dog catchers often come visit our place, I'm really worried she wont be lucky enough to hide away from them,i did contact to some group asked for help if anyone could save her, unfortunately no respond. I currently have 9 dogs + pups and 5 cats + kittens are under my care, i have no space to take her in.I am trying all my way to save her before too late! She may timid at first, but actually she's very friendly and sweet when she gets to know you, very playful with other dogs, I'm looking for a foster or adopter for her PLEASE, PLEASE, PLEASE any kind soul don't mind to take her in be a part of your family, i can offer to pay for her vaccine and spay! PLEASE do directly contact or sms me, a million thanks!",58ee93558,12,4.0
8727,,1,307,307,1,2,1,2,0,2,2,2,2,2,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,f28c8090d,2,3.0
8728,Bobby,1,307,0,1,3,1,6,7,3,2,1,2,2,2,1,6,0,41332,5bdfb3a00e8af2365492db9edc82c7d9,0,Saw this pet near my house.Very cute puppies.Not sure what breed but need some good people to adopt them,133234595,0,4.0
8729,Attay,3,307,0,1,2,2,0,0,1,2,1,2,2,2,1,1,0,41401,5f79a79a41e63514a26e3aed792f5e88,0,This cutie used to follow her mom hwenever she go. they were roaming around USJ area and my malay friend spotted them and brought them to a place where somewhere near USJ too. very manja dog and playful and cheerful. very friendly and always want a belly rub .,2485efd0a,1,4.0
8730,Gorilla & Daschund,1,307,0,1,2,1,2,0,2,2,1,2,2,2,1,2,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,Two female puppies waiting for u! The black one is called Gorilla and she has this beautiful black and shiny furcoat!! Her chest has few streaks of white fur which makes u wanna rub your hands on them! This black furball is a gentle giant despite looking like a gorilla. She is a cheerful pup and loves to hide under the cage to sleep and when she is awake she will cry coz unable to crawl out heheheee The brown puppy is call Daschund. Why? Because she looks a bit short and long and looks like the unmistaken 'hot dog' dog haahaaa She is a happy loving pup and is one mighty fierce pup! She already starts barking at such young age when she heard loud noise especially at my yellings! I wonder if she is asking me to keep quiet :((,a21f5e84b,6,1.0
8731,Gabriel,1,307,0,1,1,1,7,0,2,2,2,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Lovely puppy looking for a forever home. If u are interested to adopt pls contact Rachel,4fdebca57,1,2.0
8732,,3,307,0,1,1,5,0,0,1,2,1,2,1,2,1,1,0,41401,500c48db7b281eabec3c293160f4a71c,0,"On behalf of Exotica Pets Healthy puppy available for free adoption. Interested pets lover please call number given. SMS will not be entertain. HP Tel: (Frankie) 42G, Jalan P.Indah 4/6b, Pandan Indah Kaula Lumpur. Service provided : Pets Gromming, Pets Hotel, Products & Many type of Pupies.",46e25aa2b,2,1.0
8733,Handsome,1,109,200,2,1,3,0,0,1,2,2,2,2,3,1,1,0,41401,9405fd074942e920c2293ed85d22890c,0,handsome is golden retriever mix chinese shar pei.. so if u would kind enough to temporaly foster the puppy or if u like to adopt ..please leave comment in my facebook or contact me...thanks all^^!! prefer dog lover,58a414b45,1,1.0
8734,Donny,2,307,218,2,1,1,2,7,3,2,1,2,2,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"This pair of siblings are chubby and sweet. Marie is black and tan, while Donny is black and white with a panda face. They are happy pups. Donny is a feisty, playful pup. Very smart and charming but you must have TIME to train him. Not for busy folks. He loves to play with older dogs. Vaccination and neutering are COMPULSORY. No tying up or caging for long hours. Only for people who have time to nurture a pup.",75642f3e5,7,3.0
8735,Red Ranger & Blue Ranger,1,307,0,1,1,2,0,0,1,2,1,2,2,2,1,2,0,41326,5788b8639ed178795510a8cbe72ccc28,0,These puppies have been adopted. Profile created for voucher redemption purposes only. TQ.,86d20d7e4,2,0.0
8736,Cutie Pie,1,307,0,1,1,2,0,0,1,1,2,2,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,"Cutie Pie is absolutely a lovely and adorable pup. She has light brown fluffy hair with a pair of steamy eyes....and and and, she has no tail. Adopter must be willing to spay and vaccinate.",39444f259,10,2.0
8737,Rose,1,307,0,1,2,1,0,0,1,2,1,2,1,2,1,1,50,41326,3fe162dc95b6be4c8b5ec2edf1d94402,0,"Hi, my name is Rose. I'm very friendly and am always happy to see my rescuer when it's mealtime. I can't wait to find a new home where I will be given so much love, care and attention. I am very easy to train since I'm still young. I will grow to be a black beauty and be happy to see you always. Hopefully you will spay me when I'm 6 months old. One thing I can assure you of is my infinite love.",2fbf2cb7c,2,3.0
8738,Mango,9,128,0,1,2,1,2,7,3,1,1,1,1,1,1,1,200,41401,262fa0985473565b5188621512540e9a,0,"My wife got pregnant and therefore we are unable to raise a dog in our current situation. This is a lovely dog with alot of emotion and affection. This dog will do very well in an open environment (eg. garden, backyard,farm,etc.). The dog is fully potty trained and does know how to do her business on a newspaper (because we raised her in an appartment). She also knows the command sit and hand. She is a very very very intellegent girl. We will provide basic tips on how to raise a jack russell. We will also give you a cage for free (which cost us like rm when we bought it). please sms me or email me. thank you",bd0a144b0,1,1.0
8739,Beagle,50,20,0,1,1,1,2,7,3,2,2,3,2,3,1,1,0,41336,1052cedbf011dad90015089933524e68,0,I would like let go my beagle for adoption as reason migrating to oversea,a009a2f0f,2,1.0
8740,Moby,48,178,0,1,1,2,3,7,3,1,3,1,1,2,1,1,200,41326,5cbcb5991ce0a46ff69fc8b8d45566e5,0,"Hi all, I'm looking for good homes for my Pomeranian, 4 years old male. I don't have the time anymore to take care of my them as my new job require me to travel frequently. Please contact Avila",76b818bdb,2,1.0
8741,Shasha,2,307,0,1,2,2,0,0,1,2,2,1,1,1,1,1,0,41327,76b03c4be0ec1c04b7c6d83e1f36ca69,0,Shasha need a forever loving home. Currently in foster home for vaccination and spaying.,2463e0981,1,4.0
8742,Oshi,48,189,0,1,1,1,2,0,2,3,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"My neighbor is moving away and I am helping him to rehome his dog. Oshi is well trained, walks well on leash and understands basic commands. He is good with people and children. Not aggressive but alert. He will be neutered before he goes to any new home, cost to be borne by adopter. Must have big space for him to run around and must have time to take him for daily walks. Must allow me to visit. If you think you can give him a good home, please call me.",863262193,2,3.0
8743,Princess,24,212,0,1,2,4,0,0,1,1,2,1,1,1,1,1,300,41401,a52131699bc8ae1a76da9109a968eebe,0,"Hello People! My name is Princess. Princess in name, but not by nature. I'm sweet, adorable, very well behaved and totally awesomely super lovable :-) I'm looking for a new owner (no idea what happen to the previous one) and ready to start a happy forever life with a new family. I'm picturing sharing a family life with lots of hugs, cuddles, pets, plays, treats and the odd pampering with a pedicure and grooming. Please contact my friend Simon if you're serious about providing me a forever home (not like my previous owners!). Looking forward to hearing from you! Love and peace people! Princess.",f665c5189,5,4.0
8744,Latte,2,307,0,1,1,5,0,0,1,2,1,1,1,2,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,1,"FOR serious adopters only! If you are interested in adopting, kindly contact ==> Call/ SMS to Requirements for Adoption: ========================= All adoptions are subject to an interview and house check. Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.",b03983a09,5,2.0
8745,,3,307,0,1,2,7,0,0,1,2,2,2,2,2,1,1,0,41326,d1d34c64b5ab9b9f7c086187f96db972,0,"Mistake on my phone number sorry!! Young Puppy, very soft fur, all white very rare. The only puppy in the litter with all white fur that was this soft. Only 3.5 months old. Very Healthy and very calm personality. Not Spayed or vaccinate yet because she is to young. If interested please call Scott at or",0434520ef,5,1.0
8746,Lacy & Layla,2,199,307,2,2,1,2,5,3,2,2,1,1,3,1,2,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,Both adopted turned out to be boys so named Toni and Tyson - adopter loves them so and they are growing up gorgeous and happy! Attention anyone in Langkawi look at these cutie pies. If you are from Penang it can be arranged. Contact person is willing to bring to new owners house! Two females Currently being fostered in langkawi. All vax deworm and detick done. Little Layla looks like she has stuck her nose in a jar of molasses too cute and Lacy is lovely and fluffy. Please give them a loving home.,a22cc0413,1,3.0
8747,,2,307,0,1,1,1,2,7,3,2,2,2,1,2,1,1,0,41401,7c8103f379a04c6bf690384f98bff178,0,"This is the last of a litter of 6 pups waiting for an adopter. They were orphaned when their mother( a healthy stray bitch) was knocked down and died on the road,in a heavy rain. I have fostered all the 6 pups since the first week of their life, and found new homes for 5 of them. This last pup learns fast and is easy to train. He is gentle in nature, cute and makes a very good companion. He has had the trauma of being washed away in the monsoon drain during a torrential downpour. Luckily, he was rescued. Please save him again by taking him home with you. May your kind heart be rewarded with lots of bliss.",24bbd04ce,5,1.0
8748,,3,307,103,2,1,1,2,0,2,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,Dog 4 Adoption,4d76c16ab,5,2.0
8749,Addy,2,307,0,1,1,1,2,0,2,2,1,3,3,3,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Cute and adorable puppy. No caging or tying for long hour except for precautionary purposes Serious adopter pls call ,08dfce1e7,4,2.0
8750,,2,307,307,1,1,1,2,7,3,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,11db3b853,4,3.0
8751,Lil' Blessings,2,307,0,1,3,1,2,7,3,2,1,2,2,2,1,3,0,41326,89ecc814114cca3991ee12706216b2f9,0,They have all found homes! Hurrah!!,267162afd,12,1.0
8752,,48,205,0,1,1,1,7,0,2,1,2,3,1,2,1,1,0,41326,881437284a131a4d83d44f6ac42b4f54,0,ONLY for pet lover. Please whats app me for details.,88487194e,1,3.0
8753,Ruffles,17,205,0,1,1,2,7,0,2,1,1,1,1,2,1,1,0,41326,8525c9bf20d418cd037850c8f9d14656,0,Ruffles is a playful little dog. He is very well taken care and regular visits to the vet for vaccination. He has a microchip embedded and I will provide the cert to the new owner. I have to give him up as I had just taken a new job which will require me to travel overseas regularly. I hope to find someone whom will love him as much as I do.,e0d71d1af,0,0.0
8754,,60,78,0,1,2,1,0,0,1,3,1,1,1,1,1,1,300,41326,60a6989a572b49eafa52999297ec8995,0,"Note: i. Abandoned. However has a sweet and lovely nature. Friendly. Likes people. Clever. ii. Direct adopter only, not for someone who is adopting for parents/brother/husband/wife/child/friend ...etc. Interested kindly drop me an email we can arrange for viewing. TQ",f026fa4b5,2,3.0
8755,,2,307,0,1,3,2,5,7,3,2,2,2,3,3,1,8,0,41326,07b1ad054b89aec4847067fde31bf1f2,0,I have 8 mixed gender and mixed breed puppies and all are very active and healthy ... the puppies need a good home to stay and be happy forever.. we are from klang ..give a live to them.. if u interested to adopt please cal or sms me...im shetty from klang.. thank you :) and i wil upload the puppies pictures very soon :),43c661026,24,2.0
8756,,2,307,0,1,3,1,2,7,3,2,1,2,1,2,1,5,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,"5 adorable puppies are wagging their tails looking for their forever best friend/ home/ human family ♡♡♡ They possess all d puppies traits - playful, fun, big eater and most of all - giving their best licks and smiles no matter what the day is 😎 Whatsapp me preferably with d pup pic and will kick off frm there! For serious adopters only. I will need to have updates every now n then to see how they are. Just to knos the right decision is made when handing them over to their new family 😍 Free delivery in Klang Valley.",a1b34954b,5,4.0
8757,,30,103,307,2,2,1,2,0,2,2,2,2,2,2,1,1,0,41336,4436950a0688eb8e376bc00845099e19,0,"> She's a cheerful, clever and independent dog. > Knows how to hide bones and keep it. > Location at Johor Bahru Reason for adoption: Owner passed away last week.",e7b201da2,3,3.0
8758,Fa Chai,36,179,307,2,1,7,0,0,1,2,3,3,3,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,This is a rescued dog found along the main road of heavy traffic of Jusco Kepong on 2/2/ (wednesday). (had his matted fur trimmed recently) healthy and very clingy. follows and walks off-leash and very mild and gentle dog. suitable for a family dog with children and NOT a guard/watch dog. Needs regular grooming. This is NOT a small breed. this dog is about 1.5 feet tall (MEDIUM SIZE). Pls call for more info or viewing.,e6335223e,1,3.0
8759,Lucky,12,307,0,1,2,2,7,0,2,2,1,2,2,1,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,"Lucky is a female dog about a year old. Her character reflects her innocence and true nature. She is all smile when you meet her. Never once did she hold any grudge against humans who had once bad treated or turn against her. Lucky, as her name, had managed to escape the dogcatchers who frequented our neighborhood many times. Aunty Jenny, a kind hearted lady who fed Lucky, will meet her at the same place, same time everyday. And Lucky is always on time for her appointment, eargerly waiting for Aunty Jenny. It is heartbroken for Aunty Jenny to know that Lucky is always out on the street risking her life, knowing one day she will end up in the hands of those hideous dogcathers. She decided to sponsor Lucky's spaying fee and put her up for adoption, hoping someone will fall in love with Lucky and bring her back to home sweet home. Lucky is very friendly and playful being still a young adult. She can gets along well with other dogs and is sure to bring lots of entertainment and memorable moments to her owner-to-be. For those interested in adopting Lucky, please contact Aunty Jenny at or Ellen at.",8e3b1dcd1,2,2.0
8760,,1,307,0,1,3,1,7,0,2,3,2,2,2,2,1,3,0,41326,9a4be7e6bde329e59d401d4cbf482a3f,0,My friend walked his dog this evening found 4 pups nearby his house bushes..believed this cruel hearted owner threw them and the unusual heavy rain pour this evening caused 4 puppies shivering in cold. Any one kind enough to adopt these lovely puppies ??? Location at Klang. 3 boys and 1 girl. Please contact Darren at Klang for adoption Or myself at Ipoh.,1ef39cee1,8,2.0
8761,,2,307,0,1,2,2,0,0,1,2,1,2,1,2,1,1,0,41327,31b73cf72d44acc6b88043881bdc3e55,0,"Location: Juru, Penang For more info, please call/whatsapp.",96ad2141c,1,2.0
8762,Sierra,2,307,0,1,2,1,2,0,2,2,1,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,"Sierra is a beautiful Black & Tan Girl who is friendly. She is alert and will make a good guard dog when she grows up. If you wish to adopt, please call. Sierra can be viewed in Ampang. You wont regret it..",a61da96ad,1,2.0
8763,DUDU,30,205,169,2,1,7,0,0,1,2,2,1,1,1,1,1,500,41330,58e63e8dcef746182293d17861ad33f0,0,"Dudu is a very active shihtzu-Pekingese mixed with whole body covered fur, the only thing about him is he very friendly to human and never bark much unless you leave him without food for long.",77035285f,4,4.0
8764,Cruz,2,307,0,1,2,3,0,0,1,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,The lil' puppy is currently taking shelter at SPCA Seberang Perai. Those interested to adopt her may contact us via email.,5074cf806,1,2.0
8765,Terra,2,307,307,1,2,5,0,0,1,2,2,2,2,2,1,1,0,41327,61b07b54adb97d4b5f3c2dec06a9943b,0,"Terra is female puppy of Rambo, sister of Ares.",88b60278f,12,3.0
8766,,1,307,0,1,2,1,7,0,2,2,2,2,2,2,1,1,0,41326,c2fa42254dcd3b13de7dcf78debff95c,0,"This puppy was found near a garbage dump, rescued by a friend and now staying permanently at my place. It's age is less than one month old, believed to have it's eyes opened few days ago, in a healthy condition. Surprisingly the puppy doesn't have a tail, I'm suspecting that the person who dumped the puppy cut it off or something. The puppy is located in Petaling Jaya, please contact me for more details. (:",c4277da90,11,1.0
8767,Bilbo,2,307,0,1,1,1,0,0,1,1,2,2,2,2,2,1,0,41326,72a156c33de789ae4b0655bea3935b3a,0,Found him in front of my place a week back. Have been taking care of him temporarily. He is a quiet one but active puppy. Does not bother you much. He is also a loving puppy. Has a little bit of skin problem but can be medicated.,8c7b2f093,2,3.0
8768,Lesly,3,307,0,1,2,1,2,0,2,2,1,2,2,2,1,1,0,41401,3e7af740ebbb62b9f9263af775d1fa5f,0,Please feel free to contact us : Mr Tan,f819c7b65,1,4.0
8769,Olive,8,307,0,1,2,1,7,0,2,2,1,1,1,1,1,1,0,41401,a52131699bc8ae1a76da9109a968eebe,0,"Hello! My name is Olive! I appeared at my friends Simon's front gate a few days ago, and he is kindly fostering me until I can find a loving forever home. Perhaps you're the one! :-) I am a very smart doggy, I already know how to sit, shake hands and play fetch, although I don't always bring the ball back, hee hee :-) I am quiet, patient, calm and very loving. If you think you could give me a forever home, then please get in touch with my friend Simon here. Looking forwards to meeting you! With love, Olive.",6e5f03ddf,2,2.0
8770,,2,307,0,1,1,1,2,7,3,2,1,2,2,2,1,2,0,41401,2d762d6f90d551866e8263962c7dabd6,0,"These 2 cute boys were abandoned by someone underneath a car! Imagine if no one notice their existence under the car,what would happen to them? Imagine other adult stray attack them,who would fend for them? What if they play by the roadside,what are the chances of them getting hit by traffic? They need a home to grow up as a lovely house pet. I believe they will only learn to love you more if you give them a home. A chance to love and be loved.",d52f229d1,2,1.0
8771,Pipi,16,307,0,1,2,2,5,0,2,2,1,1,1,1,1,1,0,41326,73fd4904e295f771982c06154417bf81,0,16th August I saw 2 little puppies playing in lekas highway Semenyih. They even following a motorist back in the middle of highway. There are a lot cars in the highway.. So I decide to stop my car and park aside then rescued this 2pouppies.i hope I can help to change their life.. I bring them to vet for vacination and after 6months I bring them to spay. I wish I able to help them to find a lovely home. Pipi is a very healthy and active puppy. Pipi is very friendly but very shy to stranger. It suitable become a pet dog. If you would like to give pipi a lovely home please contact Ms Chen. Serious adopter are welcome to contact,7f40cce5f,6,4.0
8772,,2,307,0,1,2,7,0,0,1,1,2,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,Rescued by Ms Rebecca on 4/4/18. Female-2 1/2mths+. Adopter need to vaccine+deworm her after adoption. Open for Malaysian citizen only. Kindly whatsapp or SMS to me at if u are interested to adopt. 🙏Adopted by Nanteni Liew from KL on 8/4/18,b99644a34,2,1.0
8773,Homer,2,307,0,1,1,2,0,0,1,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,"Homer's mum had given birth to 6 puppies in front of a Hotel in Sungei Way, Selangor. The management wanted to call the Council to remove them. Homer and his siblings are safely fostered. He is so cute that you wont want to miss checking out on him. Please open your heart and home to Homer. Call us at if you wish to adopt",6c4af5f08,2,1.0
8774,Nicky,36,218,0,1,1,1,2,0,2,3,3,1,1,1,1,1,300,41326,88a21c30883ab70a93e09035e0a9a754,0,"Nicky together with his brother, Ricky (whom is also on my adoption list) was rescued in Semenyih. We retrieve them off the street to give them a second chance. Our biggest fear is the local council. Nicky has been checked and confirmed healthy by the vet. He is absolutely sweet and charming boy. We are opening request for any interested adopter for Nicky. We will consider only genuine dog lover for Nicky. We will be charging RM to cover the cost of his spaying, vaccination and deworming fee. Receipt and medical card will be provided. If you have the heart for Nicky, please see our requirement below 1) Adopter must be a Malaysian or a PR. 2) Adopter must be an animal lover and preferably have experience in handling dog. 3) No long hour of caging or tied on leash. 4) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) 5) Adopter must add us on Facebook so we can receive his progress update. 6) During the initial stage of adoption, allow visitation so we can ensure Ricky is adjusting well to his new environment. For this reason, adopter residing in Klang Valley is highly preferred. 7) Approval for this adoption is only for the successful adopter. Nicky cannot be transferred to third party without seeking our permission. If you're interested, please contact me by sms, e-mail or call. Provide us your details (particular, type of house and experience with dog).",2352b7f0e,1,4.0
8775,Princess,12,217,0,1,2,1,0,0,1,1,2,1,1,1,1,1,0,41335,29244d79de49a27256049d50b46843fb,0,"I am cute, energetic swedish lapphud mix dog you can ever find. I had very bad open wound when my rescuer first saw me...they said it look more like monkey attack wound or abuse...All I know was that I am thankful to GOD that I am being rescued. Now I am spayed..(yeah m a girl!) and in very healthy. My wound healed..but the marks still can be seen a little. My rescuer had to let me be adopted by someone else as they too have alot of other dogs to rescue and rehome. I understand them.. I am loyal, playful, very cute and bubbly dog ready to be part of your family if you give me a chance. I know I am not perfect, I wish I am but I'm not..but I know how to love you. Please give me a chance and let me show you the real me :)",bf8aa8f96,1,4.0
8776,Jenny,3,307,0,1,2,2,0,0,1,2,2,2,1,2,1,1,0,41401,b47dfde0200531d97c92a6bf3fbd0038,0,"Jenny is a graceful little puppy who's looking for a home, if possible together with her brother Crowny. If they can grow up together in a home, they'd be much more balanced and confident when they grow up. If she were to go into a home alone, she'd love her owner to give her warmth & love to build her into a loyal companion.",11e6c4d80,1,3.0
8777,,1,307,0,1,1,2,0,0,1,2,2,2,2,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,"Name: AS-Puppy-04 Age: 1 month Gender: Male Breed: Mixed/Mongrel For adoption, please contact April at.",f2ac99dfe,2,2.0
8778,Little Angels,2,307,0,1,2,1,2,7,3,2,1,2,2,2,1,2,0,41330,b05d738c23325852dfb59edef6823eae,0,"2 female puppies,very cute, active & healthy. Currently living with mother beneath some roadside bushes. Residents are feeding them but I'm afraid they get run over as the puppies like to play along the road. Looking for kind souls to adopt them.We are willing to spay the puppies free of charge if there are any takers.",fb442ee5e,1,1.0
8779,Brownie,12,307,218,2,2,1,2,0,2,1,2,1,1,1,1,1,0,41401,5fea0d24f17a386487d1ce6679151dd7,0,"Brownie is a very lovely and intelligent baby. She was found wandering near Tesco Kepong and was nearly hit by cars. Brownie is looking forward a sweet home . Adopter must love her and promise to take care of her for the rest of her life. I'll get her vaccinated and spayed her before she is handled to her future owner. Anyone who is interested, please contact me.",618f4931a,1,3.0
8780,,2,307,0,1,3,1,5,7,3,2,1,2,2,2,1,5,0,41327,fd970cc91d06d82eebf046340137b272,0,"5 babies dumped on the street. Male n female available. 2 months old. They need to get adopted as soon as possible to avoid any injuries. Lip sin garden, Penang.",da7fe1120,5,1.0
8781,Missy White,10,307,307,1,2,7,0,0,1,2,2,2,3,3,1,1,0,41326,9f390f4880020ae44c7a79118d6458f1,0,normal dog with cute attitude,d4b5c41ac,1,4.0
8782,Shaq,2,307,0,1,1,1,0,0,1,2,2,2,2,2,1,1,0,41326,1a2113010d6048d5410b265347b35c91,0,Handsome little cutie up for adoption! Please call Melissa at to adopt :) For more details visit Cherishlife Home on Facebook.,88a5b8318,1,4.0
